date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/04/25,0,0,0,0,0,0,0,0
2012/04/26,0,0,0,0,0,1,1,0
2012/04/27,2,1,1,1,0,0,0,0
2012/04/28,0,0,1,1,0,0,0,0
2012/04/29,0,0,1,1,0,0,0,0
2012/04/30,0,0,1,1,0,0,0,0
2012/05/01,0,0,1,1,0,0,0,0
2012/05/02,0,0,1,1,0,0,0,0
2012/05/03,0,0,1,1,0,0,0,0
2012/05/04,0,0,1,1,0,0,0,0
2012/05/05,0,0,1,1,0,0,0,0
2012/05/06,0,0,1,1,0,0,0,0
2012/05/07,0,0,1,1,0,0,0,0
2012/05/08,0,0,1,1,0,0,0,0
2012/05/09,0,0,1,1,0,0,0,0
2012/05/10,0,0,1,1,0,0,0,0
2012/05/11,0,0,1,1,0,0,0,0
2012/05/12,0,0,1,1,0,0,0,0
2012/05/13,0,0,1,1,0,0,0,0
2012/05/14,0,0,1,1,0,0,0,0
2012/05/15,0,0,1,1,0,0,0,0
2012/05/16,0,0,1,1,0,2,2,0
2012/05/17,3,2,2,2,0,1,1,0
2012/05/18,1,0,2,2,0,0,0,0
2012/05/19,0,0,2,2,0,0,0,0
2012/05/20,0,0,2,2,0,1,1,0
2012/05/21,2,0,2,2,0,1,1,0
2012/05/22,0,0,2,2,0,0,0,0
2012/05/23,0,0,2,2,0,0,0,0
2012/05/24,0,0,2,2,0,0,0,0
2012/05/25,0,0,2,2,0,0,0,0
2012/05/26,0,0,2,2,0,0,0,0
2012/05/27,0,0,2,2,0,0,0,0
2012/05/28,0,0,2,2,0,0,0,0
2012/05/29,0,0,2,2,0,0,0,0
2012/05/30,0,0,2,2,0,0,0,0
2012/05/31,0,0,2,2,0,1,1,0
2012/06/01,1,1,2,2,0,0,0,0
2012/06/02,0,0,2,2,0,0,0,0
2012/06/03,0,0,2,2,0,0,0,0
2012/06/04,0,0,2,2,0,0,0,0
2012/06/05,0,0,2,2,0,0,0,0
2012/06/06,2,2,4,4,0,0,0,0
2012/06/07,0,0,4,4,0,6,6,0
2012/06/08,3,3,1,1,0,0,0,0
2012/06/09,0,0,1,1,0,0,0,0
2012/06/10,0,0,1,1,0,0,0,0
2012/06/11,0,0,1,1,0,0,0,0
2012/06/12,0,0,1,1,0,0,0,0
2012/06/13,0,0,1,1,0,0,0,0
2012/06/14,0,0,1,1,0,0,1,1
2012/06/15,1,0,1,1,0,0,0,0
2012/06/16,0,0,1,1,0,0,1,1
2012/06/17,1,0,1,1,0,0,0,0
2012/06/18,0,0,1,1,0,0,1,1
2012/06/19,1,0,1,1,0,0,1,1
2012/06/20,1,0,1,1,0,0,0,0
2012/06/21,0,0,1,1,0,0,1,1
2012/06/22,1,0,1,1,0,0,1,1
2012/06/23,1,0,1,1,0,0,2,2
2012/06/24,2,0,1,1,0,0,2,2
2012/06/25,1,0,1,1,0,0,1,1
2012/06/26,0,0,1,1,0,0,1,1
2012/06/27,0,0,1,1,0,0,1,1
2012/06/28,0,0,1,1,0,0,1,1
2012/06/29,0,0,1,1,0,0,1,1
2012/06/30,0,0,1,1,0,0,2,2
2012/07/01,1,0,1,1,0,0,0,0
2012/07/02,1,0,1,1,0,0,1,1
2012/07/03,0,0,1,1,0,0,1,1
2012/07/04,1,0,1,1,0,0,1,1
2012/07/05,1,0,1,1,0,0,0,0
2012/07/06,0,0,1,1,0,0,0,0
2012/07/07,0,0,1,1,0,0,0,0
2012/07/08,0,0,1,1,0,0,1,1
2012/07/09,1,0,1,1,0,0,1,1
2012/07/10,1,0,1,1,0,0,0,0
2012/07/11,0,0,1,1,0,0,0,0
2012/07/12,0,0,1,1,0,0,0,0
2012/07/13,0,0,1,1,0,0,0,0
2012/07/14,0,0,1,1,0,0,0,0
2012/07/15,0,0,1,1,0,0,0,0
2012/07/16,0,0,1,1,0,5,5,0
2012/07/17,7,7,2,2,0,1,1,0
2012/07/18,1,0,3,3,0,0,0,0
2012/07/19,0,0,3,3,0,0,0,0
2012/07/20,0,0,3,3,0,0,0,0
2012/07/21,0,0,3,3,0,0,0,0
2012/07/22,0,0,3,3,0,0,0,0
